SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,OCCUPATION_TYPE
299467,1,Cash loans,F,67500.0,201024.0,8982.0,Commercial associate,Secondary / secondary special,54,Cleaning staff
299479,1,Cash loans,M,112500.0,571446.0,22270.5,Working,Secondary / secondary special,48,Drivers
299481,1,Cash loans,F,63000.0,225000.0,11074.5,Working,Higher education,30,Laborers
299500,1,Cash loans,F,162000.0,361197.0,27949.5,Working,Incomplete higher,29,Core staff
299516,1,Cash loans,F,72000.0,654498.0,30456.0,Working,Secondary / secondary special,45,Laborers
299521,1,Cash loans,F,103500.0,450000.0,22018.5,Commercial associate,Secondary / secondary special,36,Sales staff
299563,1,Cash loans,F,63000.0,221832.0,10917.0,State servant,Secondary / secondary special,36,Accountants
299583,1,Cash loans,F,225000.0,422235.0,38857.5,Commercial associate,Secondary / secondary special,48,Sales staff
299585,1,Revolving loans,F,63000.0,180000.0,9000.0,State servant,Secondary / secondary special,39,Core staff
299609,1,Revolving loans,F,135000.0,270000.0,13500.0,Commercial associate,Secondary / secondary special,43,Sales staff
299610,1,Cash loans,F,108000.0,284400.0,22599.0,Working,Secondary / secondary special,50,Cooking staff
299623,1,Cash loans,F,135000.0,283419.0,22522.5,Working,Secondary / secondary special,41,Medicine staff
299646,1,Cash loans,F,202500.0,1886850.0,49905.0,Commercial associate,Higher education,42,HR staff
299667,1,Cash loans,F,112500.0,343800.0,16155.0,State servant,Secondary / secondary special,30,Core staff
299741,1,Cash loans,F,180000.0,578979.0,24660.0,Working,Secondary / secondary special,38,Private service staff
299747,1,Cash loans,M,180000.0,675000.0,21775.5,Working,Secondary / secondary special,31,Drivers
299760,1,Cash loans,F,180000.0,135000.0,10665.0,Working,Secondary / secondary special,33,High skill tech staff
299789,1,Cash loans,M,171000.0,780363.0,39973.5,Commercial associate,Secondary / secondary special,44,Laborers
299815,1,Cash loans,M,292500.0,1636245.0,45126.0,Commercial associate,Higher education,41,Sales staff
299835,1,Cash loans,F,144000.0,580707.0,31630.5,Working,Secondary / secondary special,36,Laborers
299881,1,Cash loans,M,157500.0,818671.5,38065.5,Commercial associate,Secondary / secondary special,39,Drivers
299906,1,Cash loans,M,292500.0,835380.0,40320.0,Commercial associate,Secondary / secondary special,59,Laborers
299907,1,Cash loans,F,63000.0,130500.0,8496.0,Working,Higher education,25,Core staff
299918,1,Cash loans,M,135000.0,675000.0,21906.0,Commercial associate,Secondary / secondary special,49,Laborers
299982,1,Cash loans,M,270000.0,450000.0,24543.0,State servant,Secondary / secondary special,51,Drivers
299991,1,Cash loans,F,112500.0,521280.0,35392.5,Commercial associate,Higher education,28,Sales staff
299997,1,Cash loans,M,130500.0,1078200.0,34780.5,Working,Higher education,57,Sales staff
299998,1,Cash loans,F,315000.0,1971072.0,68643.0,Commercial associate,Secondary / secondary special,54,Managers
300010,1,Cash loans,M,67500.0,339241.5,12919.5,Working,Secondary / secondary special,41,Drivers
300014,1,Cash loans,M,135000.0,521280.0,28408.5,Working,Secondary / secondary special,35,Drivers
300023,1,Cash loans,F,202500.0,390960.0,23755.5,Commercial associate,Secondary / secondary special,41,Laborers
300060,1,Cash loans,F,67500.0,112068.0,12199.5,Commercial associate,Higher education,54,Cleaning staff
300101,1,Revolving loans,M,135000.0,450000.0,22500.0,Working,Higher education,42,Laborers
300102,1,Cash loans,F,112500.0,405000.0,27526.5,Working,Secondary / secondary special,50,Laborers
300116,1,Cash loans,M,180000.0,846387.0,30114.0,Working,Secondary / secondary special,29,Laborers
300132,1,Cash loans,M,175500.0,755190.0,36328.5,Working,Secondary / secondary special,36,Laborers
300231,1,Cash loans,M,76500.0,85320.0,6871.5,Working,Secondary / secondary special,42,Laborers
300233,1,Cash loans,F,144000.0,760122.0,24651.0,State servant,Secondary / secondary special,39,Medicine staff
300244,1,Cash loans,M,225000.0,497520.0,32391.0,Working,Lower secondary,24,Laborers
300247,1,Cash loans,F,270000.0,1456587.0,48267.0,Working,Higher education,48,Core staff
300271,1,Cash loans,M,90000.0,225000.0,14548.5,Working,Higher education,37,Managers
300329,1,Cash loans,M,157500.0,450000.0,30442.5,State servant,Secondary / secondary special,28,Laborers
300334,1,Revolving loans,F,112500.0,180000.0,9000.0,Working,Secondary / secondary special,23,High skill tech staff
300335,1,Cash loans,M,180000.0,1288350.0,37800.0,Working,Secondary / secondary special,53,Laborers
300336,1,Cash loans,F,130500.0,506889.0,24781.5,Working,Secondary / secondary special,34,Realty agents
300376,1,Cash loans,M,225000.0,485640.0,41679.0,Working,Secondary / secondary special,49,Laborers
300389,1,Cash loans,M,270000.0,780363.0,39973.5,Working,Secondary / secondary special,52,Drivers
300401,1,Cash loans,M,225000.0,695970.0,37885.5,Working,Secondary / secondary special,22,Security staff
300409,1,Cash loans,M,292500.0,355320.0,42295.5,Working,Secondary / secondary special,28,Drivers
300427,1,Cash loans,M,270000.0,225000.0,17905.5,Working,Higher education,58,Managers
300432,1,Cash loans,M,112500.0,945000.0,38619.0,Working,Secondary / secondary special,46,Managers
300446,1,Cash loans,M,189000.0,468333.0,31428.0,State servant,Secondary / secondary special,44,Laborers
300448,1,Cash loans,F,247500.0,283500.0,19075.5,Working,Secondary / secondary special,48,Sales staff
300461,1,Revolving loans,F,180000.0,270000.0,13500.0,Working,Higher education,52,Core staff
300483,1,Cash loans,F,81000.0,808650.0,23773.5,Working,Secondary / secondary special,51,Laborers
300499,1,Cash loans,F,193500.0,225000.0,15349.5,Commercial associate,Secondary / secondary special,43,Sales staff
300529,1,Cash loans,F,274500.0,666000.0,24052.5,Working,Secondary / secondary special,52,Laborers
300557,1,Cash loans,F,225000.0,467257.5,16911.0,Working,Higher education,41,Managers
300561,1,Revolving loans,F,112500.0,270000.0,13500.0,Working,Secondary / secondary special,25,Sales staff
300565,1,Cash loans,F,234000.0,693301.5,35527.5,Working,Secondary / secondary special,52,Managers
300591,1,Cash loans,F,157500.0,485190.0,20686.5,Working,Secondary / secondary special,38,Sales staff
300592,1,Revolving loans,M,135000.0,270000.0,13500.0,Working,Higher education,26,Core staff
300606,1,Cash loans,F,135000.0,339241.5,16627.5,Working,Secondary / secondary special,40,Private service staff
300669,1,Cash loans,F,135000.0,720000.0,36891.0,Working,Secondary / secondary special,35,Laborers
300671,1,Cash loans,M,157500.0,444420.0,24237.0,Commercial associate,Secondary / secondary special,34,Low-skill Laborers
300674,1,Cash loans,M,157500.0,508500.0,40306.5,Working,Secondary / secondary special,48,Drivers
300710,1,Cash loans,M,292500.0,900000.0,43299.0,Commercial associate,Higher education,32,Managers
300718,1,Cash loans,M,270000.0,296280.0,21690.0,Commercial associate,Incomplete higher,34,Managers
300735,1,Cash loans,M,139500.0,855000.0,46512.0,Working,Secondary / secondary special,35,Security staff
300748,1,Cash loans,F,112500.0,544491.0,17563.5,Working,Secondary / secondary special,54,Laborers
300755,1,Cash loans,M,202500.0,354276.0,16645.5,Working,Secondary / secondary special,54,Laborers
300768,1,Cash loans,F,180000.0,497520.0,39438.0,Working,Secondary / secondary special,27,Cooking staff
300773,1,Cash loans,F,121500.0,521280.0,28408.5,Commercial associate,Secondary / secondary special,24,Waiters/barmen staff
300805,1,Cash loans,M,112500.0,490495.5,30136.5,Working,Secondary / secondary special,27,Laborers
300848,1,Cash loans,F,90000.0,269550.0,18234.0,Commercial associate,Secondary / secondary special,33,Cooking staff
300849,1,Cash loans,F,135000.0,158148.0,6088.5,Commercial associate,Higher education,36,Sales staff
300895,1,Cash loans,F,225000.0,225000.0,12334.5,Working,Higher education,39,Sales staff
300945,1,Cash loans,M,202500.0,545040.0,35617.5,Commercial associate,Secondary / secondary special,35,Drivers
300956,1,Cash loans,M,135000.0,225000.0,17775.0,Working,Secondary / secondary special,31,Laborers
300960,1,Cash loans,F,225000.0,604683.0,30874.5,Working,Secondary / secondary special,44,Cooking staff
300966,1,Cash loans,F,157500.0,387144.0,28300.5,Working,Secondary / secondary special,41,Security staff
300968,1,Cash loans,M,112500.0,343800.0,16155.0,Working,Higher education,56,Security staff
300973,1,Cash loans,F,103500.0,640080.0,29970.0,Working,Secondary / secondary special,52,Security staff
301011,1,Cash loans,F,112500.0,265851.0,21132.0,Working,Incomplete higher,22,Secretaries
301014,1,Cash loans,F,157500.0,806193.0,51520.5,Working,Higher education,48,Cooking staff
301048,1,Cash loans,F,67500.0,906228.0,36067.5,State servant,Secondary / secondary special,35,Core staff
301110,1,Cash loans,M,112500.0,167076.0,13059.0,Working,Secondary / secondary special,32,Drivers
301116,1,Cash loans,M,157500.0,545040.0,26640.0,Commercial associate,Higher education,52,Managers
301143,1,Cash loans,M,90000.0,342000.0,22855.5,Working,Secondary / secondary special,39,Low-skill Laborers
301151,1,Cash loans,F,112500.0,579942.0,42331.5,Working,Incomplete higher,28,Sales staff
301236,1,Revolving loans,M,45000.0,135000.0,6750.0,Commercial associate,Secondary / secondary special,37,Security staff
301292,1,Cash loans,M,103500.0,337500.0,18436.5,Working,Secondary / secondary special,54,Laborers
301317,1,Cash loans,F,247500.0,754740.0,29245.5,Working,Secondary / secondary special,26,Laborers
301318,1,Cash loans,M,211500.0,473760.0,44424.0,Commercial associate,Higher education,55,Accountants
301326,1,Cash loans,M,108000.0,210672.0,15327.0,Working,Secondary / secondary special,50,Cleaning staff
301383,1,Cash loans,M,225000.0,497520.0,36184.5,State servant,Secondary / secondary special,41,Drivers
301413,1,Cash loans,F,135000.0,398160.0,31585.5,State servant,Secondary / secondary special,36,Medicine staff
301457,1,Cash loans,F,117000.0,1293502.5,35698.5,Working,Secondary / secondary special,46,Sales staff
301487,1,Cash loans,M,225000.0,206059.5,16650.0,Commercial associate,Secondary / secondary special,27,Drivers
301488,1,Cash loans,M,202500.0,246357.0,26271.0,Working,Incomplete higher,33,Drivers
301492,1,Cash loans,M,126000.0,251091.0,23607.0,Commercial associate,Secondary / secondary special,50,Laborers
301498,1,Cash loans,M,135000.0,270000.0,16312.5,Working,Secondary / secondary special,35,Laborers
301499,1,Cash loans,F,90000.0,261288.0,12838.5,Working,Secondary / secondary special,25,Laborers
301509,1,Cash loans,F,59850.0,755190.0,35122.5,State servant,Secondary / secondary special,38,Core staff
301527,1,Cash loans,M,180000.0,269550.0,19300.5,Working,Secondary / secondary special,49,Drivers
301540,1,Cash loans,F,126000.0,247275.0,22810.5,Working,Secondary / secondary special,22,Waiters/barmen staff
301616,1,Cash loans,M,225000.0,481176.0,24696.0,Working,Secondary / secondary special,35,Laborers
301624,1,Cash loans,F,135000.0,943425.0,27715.5,Working,Secondary / secondary special,54,Managers
301631,1,Cash loans,M,112500.0,417024.0,22752.0,Working,Secondary / secondary special,48,Cleaning staff
301666,1,Cash loans,F,216000.0,587623.5,61834.5,Working,Higher education,50,Secretaries
301688,1,Cash loans,M,173250.0,1166724.0,34245.0,Working,Secondary / secondary special,45,Laborers
301704,1,Cash loans,M,112500.0,291915.0,19876.5,Commercial associate,Secondary / secondary special,36,Drivers
301705,1,Revolving loans,M,148500.0,135000.0,6750.0,Working,Secondary / secondary special,36,Laborers
301731,1,Cash loans,F,126000.0,755190.0,36459.0,Commercial associate,Higher education,33,Waiters/barmen staff
301752,1,Cash loans,M,180000.0,327024.0,25834.5,Working,Higher education,28,Laborers
301815,1,Cash loans,M,112500.0,582804.0,31747.5,State servant,Secondary / secondary special,24,Laborers
301821,1,Cash loans,F,112500.0,408780.0,19881.0,Working,Secondary / secondary special,25,Accountants
301825,1,Cash loans,F,135000.0,325908.0,17811.0,Working,Secondary / secondary special,41,Security staff
301830,1,Cash loans,M,202500.0,715765.5,68089.5,Commercial associate,Higher education,32,Managers
301832,1,Cash loans,F,130500.0,450000.0,27193.5,Working,Secondary / secondary special,40,Laborers
301863,1,Cash loans,M,135000.0,269550.0,14620.5,Working,Secondary / secondary special,43,Laborers
301928,1,Cash loans,M,126000.0,545040.0,25537.5,Working,Secondary / secondary special,35,Low-skill Laborers
301951,1,Revolving loans,F,202500.0,382500.0,19125.0,Working,Secondary / secondary special,63,Cleaning staff
301959,1,Cash loans,M,157500.0,1056447.0,29182.5,Commercial associate,Secondary / secondary special,29,Laborers
301964,1,Cash loans,F,292500.0,677664.0,49311.0,Commercial associate,Higher education,32,Managers
302014,1,Cash loans,F,90000.0,450000.0,21888.0,Working,Secondary / secondary special,30,Security staff
302058,1,Cash loans,F,166500.0,207306.0,10984.5,Working,Secondary / secondary special,37,Laborers
302110,1,Cash loans,F,180000.0,382500.0,18733.5,Working,Secondary / secondary special,41,Cleaning staff
302142,1,Cash loans,F,202500.0,1006920.0,51412.5,Commercial associate,Higher education,49,Core staff
302234,1,Cash loans,M,94500.0,76410.0,6034.5,Working,Secondary / secondary special,54,Laborers
302238,1,Cash loans,M,157500.0,254700.0,14350.5,State servant,Secondary / secondary special,30,Laborers
302241,1,Cash loans,M,180000.0,799299.0,40941.0,Working,Secondary / secondary special,49,Drivers
302252,1,Cash loans,M,135000.0,755190.0,33394.5,Working,Lower secondary,38,Laborers
302262,1,Cash loans,M,112500.0,315000.0,15282.0,Working,Secondary / secondary special,31,Laborers
302299,1,Cash loans,M,225000.0,1305000.0,35887.5,State servant,Higher education,38,Managers
302307,1,Cash loans,F,112500.0,1293502.5,37948.5,Working,Secondary / secondary special,39,Sales staff
302321,1,Cash loans,F,135000.0,280170.0,29547.0,State servant,Higher education,24,Medicine staff
302327,1,Cash loans,F,144000.0,1523106.0,54837.0,Commercial associate,Secondary / secondary special,44,Laborers
302328,1,Cash loans,F,180000.0,540000.0,17419.5,Working,Secondary / secondary special,59,Accountants
302339,1,Cash loans,M,121500.0,219042.0,17302.5,Working,Secondary / secondary special,28,Laborers
302353,1,Cash loans,M,144000.0,625536.0,26631.0,Working,Secondary / secondary special,53,Security staff
302371,1,Cash loans,M,99000.0,172692.0,18454.5,Working,Secondary / secondary special,36,Laborers
302439,1,Cash loans,F,112500.0,308133.0,16263.0,Working,Secondary / secondary special,33,Sales staff
302446,1,Cash loans,F,135000.0,729792.0,29430.0,Working,Secondary / secondary special,41,Accountants
302450,1,Cash loans,M,211500.0,450000.0,32742.0,Working,Secondary / secondary special,42,Security staff
302489,1,Cash loans,F,135000.0,779688.0,33165.0,Working,Secondary / secondary special,38,Cooking staff
302526,1,Cash loans,F,135000.0,284400.0,18513.0,Working,Secondary / secondary special,27,Sales staff
302539,1,Cash loans,M,112500.0,490495.5,27387.0,Working,Secondary / secondary special,57,Security staff
302549,1,Cash loans,M,202500.0,1436850.0,42142.5,Working,Secondary / secondary special,53,Laborers
302564,1,Cash loans,M,144000.0,300960.0,21897.0,Working,Secondary / secondary special,33,Laborers
302592,1,Cash loans,F,112500.0,545040.0,17842.5,Working,Secondary / secondary special,30,Cooking staff
302606,1,Cash loans,M,135000.0,840996.0,24718.5,Working,Secondary / secondary special,33,Laborers
302619,1,Cash loans,F,135000.0,528633.0,21091.5,Commercial associate,Secondary / secondary special,43,Laborers
302626,1,Revolving loans,F,112500.0,180000.0,9000.0,Commercial associate,Higher education,24,Core staff
302648,1,Cash loans,M,180000.0,450000.0,19197.0,Working,Higher education,58,Low-skill Laborers
302651,1,Cash loans,M,162000.0,500566.5,45909.0,Working,Secondary / secondary special,25,Laborers
302684,1,Cash loans,F,112500.0,450000.0,27324.0,Commercial associate,Secondary / secondary special,27,Sales staff
302708,1,Cash loans,M,112500.0,187704.0,12672.0,Commercial associate,Secondary / secondary special,48,Laborers
302740,1,Cash loans,M,202500.0,297000.0,14445.0,Working,Secondary / secondary special,36,Laborers
302745,1,Cash loans,F,225000.0,947884.5,48528.0,Working,Higher education,39,Managers
302795,1,Cash loans,F,81000.0,1078200.0,34911.0,Working,Secondary / secondary special,44,Sales staff
302832,1,Cash loans,M,157500.0,1339884.0,39307.5,Working,Secondary / secondary special,36,Drivers
302838,1,Revolving loans,F,90000.0,180000.0,9000.0,Working,Secondary / secondary special,41,Laborers
302869,1,Cash loans,F,90000.0,116955.0,9504.0,Working,Secondary / secondary special,34,Sales staff
302956,1,Cash loans,F,58500.0,299772.0,14710.5,Working,Secondary / secondary special,43,High skill tech staff
302969,1,Cash loans,M,117000.0,717003.0,23260.5,State servant,Higher education,26,Core staff
303002,1,Cash loans,F,270000.0,398016.0,22977.0,Working,Higher education,53,Core staff
303025,1,Cash loans,F,90000.0,225000.0,17905.5,Working,Secondary / secondary special,41,Laborers
303039,1,Cash loans,F,238500.0,1002726.0,28737.0,Working,Higher education,49,Accountants
303041,1,Cash loans,F,135000.0,1054773.0,38016.0,Commercial associate,Secondary / secondary special,38,Sales staff
303093,1,Cash loans,M,202500.0,728460.0,44563.5,Working,Secondary / secondary special,30,Laborers
303154,1,Cash loans,F,135000.0,270000.0,18040.5,Working,Secondary / secondary special,32,Sales staff
303167,1,Cash loans,M,135000.0,313438.5,33885.0,Working,Secondary / secondary special,23,High skill tech staff
303171,1,Revolving loans,F,112500.0,337500.0,16875.0,Working,Secondary / secondary special,27,Sales staff
303177,1,Cash loans,F,67500.0,315000.0,16213.5,State servant,Secondary / secondary special,33,Core staff
303206,1,Cash loans,M,180000.0,197820.0,18144.0,State servant,Secondary / secondary special,39,Core staff
303234,1,Cash loans,M,67500.0,545040.0,26640.0,Working,Secondary / secondary special,29,Laborers
303261,1,Cash loans,F,180000.0,547272.0,43366.5,Working,Secondary / secondary special,28,Laborers
303310,1,Cash loans,F,180000.0,1024740.0,41737.5,Working,Secondary / secondary special,22,Managers
303323,1,Cash loans,F,315000.0,545040.0,26509.5,Working,Secondary / secondary special,33,Laborers
303326,1,Cash loans,M,166500.0,436500.0,29299.5,Working,Secondary / secondary special,23,Laborers
303342,1,Cash loans,M,292500.0,1206954.0,39064.5,Commercial associate,Higher education,28,Core staff
303388,1,Cash loans,M,157500.0,985747.5,41764.5,Commercial associate,Secondary / secondary special,39,Drivers
303401,1,Cash loans,M,67500.0,657000.0,21321.0,Working,Secondary / secondary special,56,Cleaning staff
303418,1,Cash loans,M,157500.0,545040.0,26640.0,Working,Secondary / secondary special,55,Drivers
303444,1,Cash loans,M,135000.0,450000.0,48595.5,Working,Incomplete higher,28,Managers
303457,1,Cash loans,F,180000.0,1042560.0,34587.0,Working,Secondary / secondary special,24,Sales staff
303469,1,Revolving loans,F,67500.0,135000.0,6750.0,Commercial associate,Higher education,23,Core staff
303520,1,Cash loans,F,202500.0,855882.0,36261.0,Working,Secondary / secondary special,63,Cooking staff
303550,1,Cash loans,M,90000.0,284400.0,13963.5,Commercial associate,Secondary / secondary special,45,Low-skill Laborers
303559,1,Cash loans,M,135000.0,927252.0,26703.0,Working,Secondary / secondary special,43,Drivers
303566,1,Cash loans,F,90000.0,312840.0,24844.5,Working,Secondary / secondary special,29,Core staff
303572,1,Cash loans,M,202500.0,314100.0,17167.5,Working,Secondary / secondary special,34,Security staff
303600,1,Cash loans,F,216000.0,515529.0,26451.0,Working,Secondary / secondary special,33,Laborers
303617,1,Cash loans,M,202500.0,835380.0,40320.0,Working,Secondary / secondary special,28,Laborers
303623,1,Cash loans,M,112500.0,450000.0,30073.5,Working,Secondary / secondary special,28,Laborers
303650,1,Cash loans,F,180000.0,571486.5,29178.0,Commercial associate,Secondary / secondary special,54,Laborers
303688,1,Cash loans,M,180000.0,540000.0,42795.0,Working,Secondary / secondary special,25,Laborers
303699,1,Cash loans,F,247500.0,225000.0,17775.0,Working,Higher education,34,Managers
303723,1,Cash loans,M,157500.0,225000.0,17775.0,Working,Incomplete higher,30,Managers
303732,1,Cash loans,F,157500.0,545040.0,25537.5,Working,Secondary / secondary special,30,High skill tech staff
303794,1,Cash loans,M,99000.0,225000.0,10944.0,Working,Secondary / secondary special,28,Laborers
303799,1,Cash loans,F,135000.0,284400.0,19134.0,Working,Secondary / secondary special,25,Waiters/barmen staff
303819,1,Cash loans,F,135000.0,450000.0,22018.5,Commercial associate,Incomplete higher,27,Sales staff
303839,1,Cash loans,M,225000.0,558855.0,44284.5,Commercial associate,Secondary / secondary special,47,Laborers
303853,1,Cash loans,M,270000.0,485640.0,44671.5,Commercial associate,Secondary / secondary special,33,Drivers
303873,1,Cash loans,M,90000.0,69102.0,3879.0,Working,Secondary / secondary special,39,Low-skill Laborers
303876,1,Cash loans,M,180000.0,130500.0,14184.0,Commercial associate,Secondary / secondary special,43,Drivers
303897,1,Revolving loans,M,90000.0,180000.0,9000.0,Working,Secondary / secondary special,30,Laborers
303898,1,Cash loans,F,81000.0,53910.0,4450.5,Working,Secondary / secondary special,35,Laborers
303901,1,Cash loans,M,202500.0,755190.0,56592.0,Commercial associate,Secondary / secondary special,26,Laborers
303933,1,Cash loans,F,112500.0,526491.0,25456.5,Commercial associate,Secondary / secondary special,23,Accountants
303960,1,Cash loans,F,65250.0,136287.0,7524.0,Working,Secondary / secondary special,37,Sales staff
303981,1,Cash loans,M,157500.0,112068.0,13428.0,Working,Secondary / secondary special,49,Laborers
303991,1,Cash loans,F,157500.0,460858.5,14467.5,Working,Secondary / secondary special,30,Sales staff
304020,1,Cash loans,M,126000.0,574785.0,29475.0,Working,Secondary / secondary special,33,Security staff
304056,1,Cash loans,M,202500.0,694773.0,32323.5,Working,Higher education,52,Managers
304059,1,Cash loans,M,135000.0,515529.0,35005.5,Commercial associate,Secondary / secondary special,31,Drivers
304067,1,Cash loans,F,157500.0,275040.0,10008.0,Working,Secondary / secondary special,47,Cleaning staff
304104,1,Cash loans,F,135000.0,375322.5,20488.5,Working,Lower secondary,31,Cleaning staff
304108,1,Cash loans,F,202500.0,569673.0,27837.0,Working,Secondary / secondary special,27,Laborers
304129,1,Cash loans,F,135000.0,781920.0,39924.0,Commercial associate,Secondary / secondary special,32,Sales staff
304199,1,Cash loans,F,103500.0,835380.0,40320.0,Working,Secondary / secondary special,29,Sales staff
304209,1,Cash loans,F,135000.0,675000.0,26284.5,Commercial associate,Secondary / secondary special,30,Cleaning staff
304320,1,Cash loans,M,135000.0,404325.0,20772.0,Working,Secondary / secondary special,26,Laborers
304326,1,Cash loans,F,225000.0,592560.0,35937.0,Working,Higher education,28,Laborers
304404,1,Cash loans,M,112500.0,675000.0,32602.5,Working,Secondary / secondary special,57,Laborers
304405,1,Cash loans,M,270000.0,450000.0,35469.0,Working,Higher education,30,Managers
304421,1,Cash loans,M,126000.0,364896.0,33597.0,Working,Incomplete higher,33,Laborers
304522,1,Cash loans,M,225000.0,900000.0,46084.5,State servant,Secondary / secondary special,33,Laborers
304541,1,Cash loans,F,67500.0,315000.0,19165.5,Working,Secondary / secondary special,43,Cleaning staff
304555,1,Cash loans,M,189000.0,269550.0,14620.5,Working,Secondary / secondary special,27,Low-skill Laborers
304558,1,Cash loans,F,108000.0,1078200.0,31522.5,Working,Secondary / secondary special,34,Accountants
304573,1,Cash loans,M,171000.0,640080.0,29970.0,Commercial associate,Secondary / secondary special,56,Managers
304574,1,Cash loans,F,99000.0,88884.0,6597.0,Working,Secondary / secondary special,41,Cooking staff
304588,1,Revolving loans,M,180000.0,180000.0,9000.0,Working,Higher education,28,Laborers
304592,1,Cash loans,M,252000.0,1574532.0,62442.0,Working,Higher education,51,Managers
304598,1,Cash loans,M,112500.0,217197.0,17541.0,Working,Secondary / secondary special,25,Low-skill Laborers
304613,1,Cash loans,M,202500.0,336924.0,15835.5,Working,Secondary / secondary special,49,Low-skill Laborers
304616,1,Cash loans,F,225000.0,640080.0,31261.5,Working,Higher education,42,Accountants
304723,1,Cash loans,F,315000.0,301464.0,23949.0,Commercial associate,Secondary / secondary special,39,Managers
304727,1,Cash loans,M,90000.0,196677.0,21181.5,Working,Secondary / secondary special,25,Drivers
304733,1,Cash loans,M,216000.0,781920.0,61776.0,Working,Secondary / secondary special,35,Laborers
304744,1,Cash loans,M,202500.0,450000.0,27324.0,Working,Secondary / secondary special,28,Laborers
304745,1,Cash loans,M,225000.0,280170.0,33381.0,Working,Secondary / secondary special,44,Drivers
304788,1,Cash loans,F,135000.0,518562.0,28260.0,State servant,Secondary / secondary special,34,Medicine staff
304806,1,Cash loans,M,112500.0,416052.0,12744.0,Commercial associate,Secondary / secondary special,23,Laborers
304814,1,Cash loans,F,81000.0,135000.0,14175.0,Working,Secondary / secondary special,35,Drivers
304819,1,Cash loans,M,225000.0,450000.0,30442.5,Working,Secondary / secondary special,23,Laborers
304824,1,Cash loans,M,135000.0,640080.0,29970.0,Working,Secondary / secondary special,31,Laborers
304859,1,Cash loans,F,90000.0,490495.5,27517.5,State servant,Secondary / secondary special,44,Managers
304895,1,Cash loans,M,157500.0,781920.0,57028.5,Working,Secondary / secondary special,23,IT staff
304919,1,Cash loans,F,157500.0,761067.0,41418.0,Working,Secondary / secondary special,42,Managers
304943,1,Cash loans,F,270000.0,417024.0,25200.0,Working,Incomplete higher,27,Managers
304960,1,Cash loans,M,270000.0,797868.0,25866.0,Working,Secondary / secondary special,40,Low-skill Laborers
305003,1,Cash loans,F,144855.0,450000.0,20979.0,Commercial associate,Higher education,33,High skill tech staff
305012,1,Cash loans,M,135000.0,495000.0,20938.5,Working,Secondary / secondary special,39,Drivers
305073,1,Cash loans,M,225000.0,1258650.0,51943.5,Working,Secondary / secondary special,52,Drivers
305075,1,Cash loans,M,202500.0,521280.0,26613.0,Working,Secondary / secondary special,27,Laborers
305089,1,Cash loans,M,225000.0,247500.0,12168.0,Working,Secondary / secondary special,40,Drivers
305098,1,Cash loans,F,81000.0,380533.5,19557.0,Working,Secondary / secondary special,45,High skill tech staff
305102,1,Cash loans,M,292500.0,918918.0,39064.5,Working,Secondary / secondary special,52,Drivers
305104,1,Cash loans,F,112500.0,770292.0,32764.5,Working,Secondary / secondary special,30,Sales staff
305127,1,Cash loans,M,112500.0,361462.5,19737.0,Commercial associate,Higher education,32,Laborers
305145,1,Cash loans,F,90000.0,315000.0,22918.5,Working,Secondary / secondary special,42,Sales staff
305170,1,Cash loans,F,135000.0,971676.0,41296.5,Working,Higher education,48,High skill tech staff
305234,1,Cash loans,M,180000.0,314100.0,13963.5,Working,Secondary / secondary special,49,Drivers
305271,1,Cash loans,F,58500.0,278460.0,22455.0,State servant,Secondary / secondary special,43,Medicine staff
305273,1,Cash loans,M,119250.0,225000.0,12204.0,Working,Secondary / secondary special,52,Security staff
305287,1,Cash loans,F,112500.0,355536.0,24048.0,Working,Secondary / secondary special,28,High skill tech staff
305325,1,Cash loans,M,90000.0,119448.0,8784.0,Commercial associate,Secondary / secondary special,25,Core staff
305329,1,Cash loans,M,180000.0,592560.0,35937.0,Working,Secondary / secondary special,26,Drivers
305355,1,Cash loans,F,117000.0,135000.0,7020.0,Working,Secondary / secondary special,49,Medicine staff
305363,1,Cash loans,M,157500.0,225000.0,24363.0,Working,Higher education,55,Drivers
305368,1,Cash loans,M,292500.0,2013840.0,55507.5,Commercial associate,Higher education,50,Managers
305382,1,Cash loans,M,90000.0,225000.0,11074.5,Working,Secondary / secondary special,41,Low-skill Laborers
305390,1,Cash loans,M,157500.0,104256.0,12501.0,Commercial associate,Secondary / secondary special,35,Laborers
305454,1,Cash loans,F,67500.0,240660.0,11704.5,Working,Secondary / secondary special,52,Medicine staff
305482,1,Cash loans,M,216000.0,323388.0,25677.0,Working,Higher education,37,Laborers
305491,1,Cash loans,F,112500.0,360000.0,28570.5,Working,Secondary / secondary special,47,Laborers
305515,1,Cash loans,M,180000.0,450000.0,30442.5,Working,Incomplete higher,32,Drivers
305527,1,Cash loans,F,81000.0,781920.0,40054.5,Working,Secondary / secondary special,29,Sales staff
305548,1,Cash loans,F,202500.0,377370.0,29331.0,Working,Secondary / secondary special,28,Waiters/barmen staff
305549,1,Cash loans,M,270000.0,376078.5,25263.0,Working,Secondary / secondary special,46,Drivers
